,channel,videoId,videoKind,publishedDateTime,videoTitle,playlistId,categoryId,duration,viewCount,likeCount,dislikeCount,score,participantId,numOfVotes,mean,std
1871,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,AGLWZPQH66Y,youtube#video,2017-11-30T20:00:19.000Z,10 School Trips That Went HORRIBLY WRONG,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT10M4S,11618156.0,103467.0,6799.0,"1, 2","['A393D0YOTJ8QWA', 'A3P04JZJNOYILR']",2,1.5,0.5
1872,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AHz74SD0Nc0,youtube#video,2017-06-21T14:00:01.000Z,Why Human Evolution Matters: Crash Course Big History 204,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT11M30S,159777.0,3885.0,161.0,"0, 0","['A3GRDYAGMTAU02', 'AS4FVWL91C6HR']",2,0.0,0.0
1873,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,AIOwiZFSMEk,youtube#video,2019-04-20T16:15:01.000Z,YOU vs THE TERMINATOR - Could You Defeat And Survive Him? (The Terminator Movie 2019),UUfdNM3NAhaBOXCafH7krzrA,27.0,PT13M37S,1334027.0,21305.0,830.0,"0, 0, 2","['A1O6NAOVMJ1XVC', 'A3MIMTJL7OVXJB', 'ACPML79DT9RN0']",3,0.6666666666666666,0.9428090415820634
1874,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AInCqm5nCzw,youtube#video,2017-02-23T22:30:00.000Z,Special Relativity: Crash Course Physics #42,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT8M59S,629173.0,12278.0,408.0,"0, 0","['A2KWEVSI7P1RGQ', 'A1YFETJK9CSLGP']",2,0.0,0.0
1875,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,AJ3o9L2Q-9E,youtube#video,2019-05-26T20:15:01.000Z,Britain's Most Notorious Street Fighter - The Guv'nor,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M41S,2020384.0,32559.0,874.0,"0, 1, 2","['APX97K33SVQF1', 'AXHC7OMH8XE9U', 'A1FLLV4JX5FOAY']",3,1.0,0.8164965809277259
1876,UCZYTClx2T1of7BRZ86-8fow | SciShow,AJUiQU8-w8E,youtube#video,2018-05-30T21:00:02.000Z,Which is Worse For You: Sugar or Fat?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT13M29S,602345.0,18383.0,1427.0,1,['A2E746SZEOVYXS'],1,1.0,0.0
1877,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,AJulzRGlifA,youtube#video,2018-02-14T01:29:53.000Z,The Martian Chronicles - The New Martians - Extra Sci Fi - #13,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT6M19S,143384.0,6108.0,74.0,0,['A34148D16GAW5D'],1,0.0,0.0
1878,UCP5tjEmvPItGyLhmjdwP7Ww | RealLifeLore,AK78IiCABAk,youtube#video,2018-12-01T14:30:01.000Z,Why are SO Many People Alive Today?,UUP5tjEmvPItGyLhmjdwP7Ww,27.0,PT7M58S,582887.0,17383.0,445.0,"1, 1","['A3NNWJI1G86RJ2', nan]",1,1.0,0.0
1879,UCR1IuLEqb6UEA_zQ81kwXfg | Real Engineering,ALQ_RNSRE40,youtube#video,2018-10-19T13:00:34.000Z,How Machine Learning is Fighting Cancer,UUR1IuLEqb6UEA_zQ81kwXfg,28.0,PT13M34S,284770.0,11732.0,186.0,"0, 1","['A2G92T4A1U377C', 'AW2HEHEFKRGR6']",2,0.5,0.5
1880,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,ALoTMgoGShQ,youtube#video,2019-05-27T13:00:00.000Z,What Would 24 Hours In The Desert Do To Your Body?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M18S,269029.0,9075.0,100.0,"0, 2","['A86CAG3LG83GG', 'A3YP2RNFZ1PQP']",2,1.0,1.0
1881,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,AMMSk3GPJyo,youtube#video,2019-11-14T22:52:39.000Z,5 Interesting Behaviours That May Be Linked to Psychopathy,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT8M41S,389414.0,17195.0,893.0,"0, 0","['A86CAG3LG83GG', 'A36SUOEMOIXFSO']",2,0.0,0.0
1882,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,AMVwz1YCrUs,youtube#video,2018-07-17T19:37:23.000Z,Do Americans Want Socialism? With Will Witt,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT1M31S,492405.0,6873.0,240.0,"0, 0","['AGLRR7BJRX0J5', 'A1WBSYXJA7CD2Z']",2,0.0,0.0
1883,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,AMg4ooa0U-U,youtube#video,2019-04-10T01:15:01.000Z,You Won't Believe Who Jack The Ripper Is - New 2019 DNA Test Reveals His Identity,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M4S,3396977.0,71047.0,7959.0,"0, 1, 2, 2","['A1TCURESP0T0NM', 'A1F1TBDHPYAAXT', 'A3IXTG6YDJDG9', 'AJY5G987IRT25']",4,1.25,0.82915619758885
1884,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,AMwkQVpy98A,youtube#video,2015-08-17T09:56:02.000Z,The Most Important Question About Abortion,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M20S,2828304.0,54927.0,16208.0,"0, 1","[nan, 'A2HX13XTRKDD9C']",1,0.5,0.5
1885,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,ANkpiKUjmrQ,youtube#video,2017-09-13T23:00:01.000Z,These Are 6 Of The Most Dangerous Foods In The World,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M42S,213346.0,3243.0,116.0,"0, 1","['A1SUUTWO9RWT4F', 'A24U4V1X87FO7B']",2,0.5,0.5
1886,UCftwRNsjfRo08xYE31tkiyw | WIRED,ANllOmgJH9Y,youtube#video,2017-07-24T19:00:18.000Z,How a Hacker Fired a Locked Smart Gun Using Only Magnets | WIRED,UUftwRNsjfRo08xYE31tkiyw,28.0,PT6M26S,2765011.0,35743.0,1626.0,"1, 1","['A2EED3HLTA96CP', 'AC54HUSIFWSP']",2,1.0,0.0
1887,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,ANwH97naLvs,youtube#video,2017-02-22T01:00:00.000Z,Why flight attendants avoid airplane tap water,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M14S,683604.0,6229.0,437.0,"0, 0","['A16QZSBYXE5VY8', 'A3PQ5Q456J981M']",2,0.0,0.0
1888,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,AO4jxIpw0Rk,youtube#video,2016-11-01T16:00:03.000Z,Soldiers use this breathing technique to stay calm,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M39S,171838.0,3581.0,162.0,"1, 2","['A3YP2RNFZ1PQP', 'A393D0YOTJ8QWA']",2,1.5,0.5
1889,UCZYTClx2T1of7BRZ86-8fow | SciShow,AOLzM_pDbas,youtube#video,2018-10-10T21:49:13.000Z,Toxic Shock Syndrome: Way Beyond Tampons,UUZYTClx2T1of7BRZ86-8fow,27.0,PT5M18S,222539.0,7883.0,78.0,"0, 2","['A3MIMTJL7OVXJB', 'A3YP2RNFZ1PQP']",2,1.0,1.0
1890,UCZYTClx2T1of7BRZ86-8fow | SciShow,API_sR_IpbE,youtube#video,2018-04-30T21:00:01.000Z,How Scientists Protect the World's Most Famous Art,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M58S,115447.0,4643.0,230.0,"0, 0","['A3BHWR32XVJSXJ', 'A140DPSW275GFR']",2,0.0,0.0
1891,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,APJQ2ydKxXs,youtube#video,2019-03-26T22:00:38.000Z,FIND OUT IF ANY ROOM IS BUGGED,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M35S,420351.0,8020.0,271.0,"0, 1","['A30GJ0HHLO16E8', 'A2HX13XTRKDD9C']",2,0.5,0.5
1892,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,APd63Pv5CzM,youtube#video,2018-05-18T14:00:01.000Z,How To Survive A Snake Bite,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT5M21S,501770.0,9170.0,363.0,"1, 2","['A3AYDZLIK17L9K', 'A2FIMENJ9UMN7M']",2,1.5,0.5
1893,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,APoFRoebzhM,youtube#video,2017-10-07T20:05:11.000Z,THE MOST DANGEROUS PRISON INMATES IN THE WORLD,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT10M15S,60667074.0,200527.0,128741.0,"0, 2","['A2KWEVSI7P1RGQ', 'A1ZYJ9H5USAI8P']",2,1.0,1.0
1894,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AQ5vty8f9Xc,youtube#video,2015-02-05T22:00:02.000Z,Moon Phases: Crash Course Astronomy #4,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M46S,1559466.0,18403.0,653.0,"0, 0","['AKMIORNF40ST7', 'A2KC0PSGG2OIQX']",2,0.0,0.0
1895,UCR1IuLEqb6UEA_zQ81kwXfg | Real Engineering,AQdrbepn3pE,youtube#video,2017-07-19T14:15:53.000Z,Are There Parts of German WW1 Warships in Space?,UUR1IuLEqb6UEA_zQ81kwXfg,28.0,PT6M49S,521741.0,12038.0,415.0,"0, 1","['AXHC7OMH8XE9U', 'A47E0Z3LTH37V']",2,0.5,0.5
1896,UCZYTClx2T1of7BRZ86-8fow | SciShow,ASAsHdwFAa4,youtube#video,2016-06-18T17:00:30.000Z,Is the Y Chromosome Disappearing?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M56S,708886.0,13496.0,749.0,0,['A3INW9GHEU7FLU'],1,0.0,0.0
1897,UCftwRNsjfRo08xYE31tkiyw | WIRED,ASemLEarOXs,youtube#video,2018-08-30T16:18:05.000Z,How iPhone Changes the Smartphone Market Every Year | WIRED,UUftwRNsjfRo08xYE31tkiyw,28.0,PT5M46S,176129.0,4042.0,2198.0,"0, 0","['A86CAG3LG83GG', 'A36SUOEMOIXFSO']",2,0.0,0.0
1898,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,ATcrrzJFtBY,youtube#video,2017-06-28T21:13:58.000Z,The First Quantum Field Theory | Space Time,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT15M22S,920822.0,16708.0,307.0,"0, 1","['A3NNWJI1G86RJ2', 'A1SNX9NBRRIVON']",2,0.5,0.5
1899,UCZYTClx2T1of7BRZ86-8fow | SciShow,ATrSoMlx5PE,youtube#video,2018-02-17T22:00:01.000Z,Why Does Salt Make Food Taste Better?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M12S,465476.0,13546.0,232.0,"0, 2","['A13FVM2C914A3H', 'AP4A0MZOKR52J']",2,1.0,1.0
1900,UCZYTClx2T1of7BRZ86-8fow | SciShow,AVEGJZxglIg,youtube#video,2015-02-09T23:04:47.000Z,"Plasma, The Most Common Phase of Matter in the Universe",UUZYTClx2T1of7BRZ86-8fow,27.0,PT3M33S,826794.0,17183.0,278.0,0,['AGLRR7BJRX0J5'],1,0.0,0.0
1901,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,AWRxhbKWvZk,youtube#video,2016-10-10T14:00:02.000Z,Sink faucet nozzle cuts water use by 98%,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M18S,309099.0,3409.0,157.0,"0, 1, 1","['A31R560IXODLDC', 'A3TPW4JUUJDUFI', 'A1PXMNFSURCOFJ']",3,0.6666666666666666,0.4714045207910317
1902,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,AWcY2-FBa9k,youtube#video,2018-06-28T15:00:04.000Z,Can you solve the Mondrian squares riddle? - Gordon Hamilton,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M46S,731310.0,11326.0,569.0,0,['A16QZSBYXE5VY8'],1,0.0,0.0
1903,UCZYTClx2T1of7BRZ86-8fow | SciShow,AWkPVd4sSlQ,youtube#video,2016-04-16T21:00:00.000Z,What is Restless Leg Syndrome?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M25S,1025815.0,17577.0,373.0,0,['A2XW91EHCZ3T3V'],1,0.0,0.0
1904,UCZYTClx2T1of7BRZ86-8fow | SciShow,AXD_MBVihsE,youtube#video,2019-06-28T21:16:06.000Z,"No, Phones Aren't Giving Kids Horns, Seriously",UUZYTClx2T1of7BRZ86-8fow,27.0,PT7M25S,313306.0,16833.0,200.0,"1, 1","['A1SNX9NBRRIVON', 'A39980PKUJE4NS']",2,1.0,0.0
1905,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,AY6Bg4GzCGs,youtube#video,2018-08-13T14:40:02.000Z,Can You Overdose on Vitamins?,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT4M58S,666992.0,31796.0,1543.0,"0, 1","['A2D4RMKLUQ6RZA', 'A3QU964EOJXS56']",2,0.5,0.5
1906,UCZYTClx2T1of7BRZ86-8fow | SciShow,AYSh5gk4xr4,youtube#video,2017-04-01T21:00:00.000Z,Why Does My Poop Float?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M57S,223872.0,6700.0,975.0,"0, 0","['A2Z0V2A4SP5QE0', 'AC54HUSIFWSP']",2,0.0,0.0
1907,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AYkhlXronNk,youtube#video,2016-05-16T21:00:00.000Z,"Anti-Vaxxers, Conspiracy Theories, & Epistemic Responsibility: Crash Course Philosophy #14",UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M47S,1031134.0,20714.0,782.0,"0, 0","['ALHT37PYQA05D', 'A86CAG3LG83GG']",2,0.0,0.0
1908,UCftwRNsjfRo08xYE31tkiyw | WIRED,AZl51JSvBZQ,youtube#video,2018-09-05T20:04:08.000Z,"Liza Koshy, Markiplier, Rhett & Link, and Hannah Hart Answer YouTube Creator Questions From Twitter",UUftwRNsjfRo08xYE31tkiyw,24.0,PT12M39S,1607831.0,54248.0,849.0,"0, 2","['A3PQ5Q456J981M', 'A3NNDNMBKSZ22H']",2,1.0,1.0
1909,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,A_2BPubGtfM,youtube#video,2018-05-22T21:15:00.000Z,The Golden State Killer - What Do We Know About Him? Californian Serial Killer,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M55S,1378022.0,21313.0,485.0,"0, 0","['AC54HUSIFWSP', 'A86CAG3LG83GG']",2,0.0,0.0
1910,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,A_e_qu9ghHk,youtube#video,2018-03-28T17:29:56.000Z,Break Points - Balancing the Math with the User Experience - Extra Credits,UUCODtTcd5M1JavPCOr_Uydg,20.0,PT6M46S,283596.0,10675.0,110.0,"0, 1","['A3ODGLELT1TPX', 'A2Z0V2A4SP5QE0']",2,0.5,0.5
1911,UCZYTClx2T1of7BRZ86-8fow | SciShow,Aa34praRMLo,youtube#video,2015-09-03T22:43:32.000Z,Can You Catch Cancer?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT8M49S,528283.0,13242.0,147.0,"0, 2","['AYMJAMX7Z7YHG', 'A3BHWR32XVJSXJ']",2,1.0,1.0
1912,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,AaXIKY__yr4,youtube#video,2017-11-27T00:00:01.000Z,How To Add A Home Button On The iPhone X,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M40S,1045762.0,8811.0,1323.0,"0, 2","['A36SUOEMOIXFSO', 'A16QZSBYXE5VY8']",2,1.0,1.0
1913,UCZYTClx2T1of7BRZ86-8fow | SciShow,AaqLnuSeBuM,youtube#video,2019-04-27T21:00:00.000Z,Does Ripping Off a Bandage Hurt Less?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M3S,124402.0,5208.0,88.0,2,['A2ZM10511OH8WY'],1,2.0,0.0
1914,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,Ab8JIzckx_M,youtube#video,2018-09-05T20:56:49.000Z,The Black Hole Entropy Enigma | Space Time,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT12M25S,462271.0,11698.0,205.0,"0, 0","['AC54HUSIFWSP', 'A3ODGLELT1TPX']",2,0.0,0.0
1915,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,Ab9OZsDECZw,youtube#video,2015-07-23T15:05:01.000Z,How blood pressure works - Wilfred Manzano,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M32S,2773974.0,34829.0,404.0,1,['AXHC7OMH8XE9U'],1,1.0,0.0
1916,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,AcD5YVg9Z1Q,youtube#video,2019-03-18T08:59:35.000Z,DivestU,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M37S,1784804.0,14693.0,940.0,"0, 2","['AGLRR7BJRX0J5', 'A3NNWJI1G86RJ2']",2,1.0,1.0
1917,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,AcLh-aSUdx0,youtube#video,2015-02-26T16:00:01.000Z,An Affordable 3D-Printed Arm,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT7M47S,2500750.0,43876.0,859.0,"0, 0","['A3GRDYAGMTAU02', 'A86CAG3LG83GG']",2,0.0,0.0
1918,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,AcmarVpo2xE,youtube#video,2019-01-14T16:02:41.000Z,The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M24S,321937.0,9730.0,371.0,"0, 0","['AYMJAMX7Z7YHG', 'A3BHWR32XVJSXJ']",2,0.0,0.0
1919,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AcphphFoijY,youtube#video,2019-05-11T17:12:11.000Z,Expansion and Consequences: Crash Course European History #5,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT16M34S,347393.0,8862.0,245.0,"0, 0","['A13FVM2C914A3H', 'A86CAG3LG83GG']",2,0.0,0.0
1920,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,Ad14px_k-k8,youtube#video,2018-04-13T15:39:43.000Z,Can You Die From Too Much Pleasure?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M41S,419461.0,8883.0,219.0,"0, 1","['ALHT37PYQA05D', 'A3YP2RNFZ1PQP']",2,0.5,0.5
1921,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,AdNsObuN7g4,youtube#video,2017-12-24T21:00:55.000Z,10 Moments on LIVE TV You Won't Believe Happened! | Compilation,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT27M59S,2173186.0,5767.0,1426.0,0,['A3GRDYAGMTAU02'],1,0.0,0.0
1922,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,AeJ9q45PfD0,youtube#video,2019-05-31T16:40:50.000Z,World's Lightest Solid!,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT12M2S,18207907.0,466774.0,7693.0,"0, 1","['A3GRDYAGMTAU02', 'A3YP2RNFZ1PQP']",2,0.5,0.5
1923,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AecowUb79Xk,youtube#video,2016-04-16T19:44:33.000Z,The Economics of Death: Crash Course Econ #30,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT12M33S,302765.0,4920.0,172.0,"0, 0, 1","['A544FPX6FB2OS', 'A18G2CLYSTENK', 'AH31QLJ57XC8W']",3,0.3333333333333333,0.4714045207910317
1924,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,Af0ntOQ2jtE,youtube#video,2016-12-01T22:00:00.000Z,Why your phone battery gets worse with time,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M39S,497083.0,8593.0,313.0,0,['A3ODGLELT1TPX'],1,0.0,0.0
1925,UCLXo7UDZvByw2ixzpQCufnA | Vox,AfIxihGOaQ8,youtube#video,2017-02-15T15:04:47.000Z,The Oscars' voting process awards safe movies,UULXo7UDZvByw2ixzpQCufnA,25.0,PT3M32S,581489.0,9839.0,2067.0,"0, 2","['A2KWEVSI7P1RGQ', 'A1SNX9NBRRIVON']",2,1.0,1.0
1927,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,Af_2X1ijFiM,youtube#video,2018-10-04T21:59:51.000Z,Extra Mythology Series Announcement!,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT1M47S,122389.0,8587.0,94.0,"0, 2, 2","['AK07N9AFX9LPA', 'A182YKPS46KE9F', 'AYPOAY43REHC8']",3,1.333333333333333,0.9428090415820634
1928,UCP5tjEmvPItGyLhmjdwP7Ww | RealLifeLore,AfjUek2HbqI,youtube#video,2017-03-24T14:13:28.000Z,How Big Do Sea Creatures Get?,UUP5tjEmvPItGyLhmjdwP7Ww,27.0,PT7M3S,3276075.0,70104.0,1680.0,"0, 0","['A140DPSW275GFR', 'A3MIMTJL7OVXJB']",2,0.0,0.0
1929,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,AgCQStTSMuk,youtube#video,2015-03-02T19:00:36.000Z,Attack of the Zombie Parasites!,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT6M35S,413811.0,8991.0,106.0,"0, 1, 2","['A2D4RMKLUQ6RZA', 'A3YP2RNFZ1PQP', 'A2P887RDKZ27ZF']",3,1.0,0.8164965809277259
1930,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,AgKaHTh-_Gs,youtube#video,2015-02-23T22:44:05.000Z,Why Does February Only Have 28 Days?,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT4M46S,3918509.0,50747.0,1691.0,"0, 0, 0","['A2P887RDKZ27ZF', 'A140DPSW275GFR', 'A24RQYIDMV7OPK']",3,0.0,0.0
1931,UCRcgy6GzDeccI7dkbbBna3Q | LEMMiNO,AgMcqNnqatw,youtube#video,2017-07-18T17:19:05.000Z,The Legend of the Bermuda Triangle,UURcgy6GzDeccI7dkbbBna3Q,24.0,PT23M54S,3159951.0,108687.0,1194.0,"0, 0","['A1O6NAOVMJ1XVC', 'A3MIMTJL7OVXJB']",2,0.0,0.0
1932,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,AgbeGFYluEA,youtube#video,2019-01-16T17:00:03.000Z,Mind Reading,UU6nSFpj9HTCZ5t-N3Rm3-HA,28.0,PT22M22S,,,,"0, 2","['A140DPSW275GFR', 'A16QZSBYXE5VY8']",2,1.0,1.0
1933,UCYO_jab_esuFRV4b17AJtAw | 3Blue1Brown,Agbh95KyWxY,youtube#video,2019-11-23T01:00:14.000Z,"Q&A with Grant (3blue1brown), windy walk edition",UUYO_jab_esuFRV4b17AJtAw,27.0,PT19M6S,186404.0,10913.0,81.0,"2, 2, 3","['A2T2H9I6P3DPD2', 'AV9KCJ8RNIWRJ', 'A2X135IX70LYH5']",3,2.333333333333333,0.4714045207910317
1934,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,Ah3V4S15Lyc,youtube#video,2017-09-16T23:00:00.000Z,Lowe's is giving its workers Iron Man suits to carry your lumber,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M8S,157409.0,2386.0,203.0,"0, 2","['A2726YRGIF5ZXL', 'A1OSESE6RG3NFB']",2,1.0,1.0
1935,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,Ahnr94mX_vM,youtube#video,2018-04-21T19:00:00.000Z,Why Giant Goldfish Are Invading The Planet,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT3M35S,526521.0,8298.0,432.0,0,['A36SUOEMOIXFSO'],1,0.0,0.0
1936,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,AhsIF-cmoQQ,youtube#video,2015-10-12T14:59:26.000Z,The race to sequence the human genome - Tien Nguyen,UUsooa4yRKGN_zEE8iknghZA,27.0,PT5M,316923.0,3686.0,62.0,2,['A28LJ6540DSBSQ'],1,2.0,0.0
1937,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,AiH3nDqWr9I,youtube#video,2018-02-06T20:25:27.000Z,Film Theory: Phineas and Ferb's SECRET Hero!,UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT10M50S,13472426.0,205816.0,9098.0,0,['A2ZM10511OH8WY'],1,0.0,0.0
1938,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,AiNx9tAkpG8,youtube#video,2019-11-10T10:00:03.000Z,The Candace Owens Show: Terrence K. Williams,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT33M54S,367815.0,4595.0,83.0,2,['A3TL2PI60EFM30'],1,2.0,0.0
1939,UCftwRNsjfRo08xYE31tkiyw | WIRED,AiOxUcDgsa8,youtube#video,2016-08-17T10:06:05.000Z,How Tesla's Self-Driving Autopilot Actually Works | WIRED,UUftwRNsjfRo08xYE31tkiyw,2.0,PT4M28S,587804.0,5389.0,182.0,"0, 1","['A2D4RMKLUQ6RZA', 'A3NNWJI1G86RJ2']",2,0.5,0.5
1940,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,Aj6Kc1mvsdo,youtube#video,2016-03-16T21:29:40.000Z,Why is the Earth Round and the Milky Way Flat? | Space Time | PBS Digital Studios,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT14M17S,1900428.0,22443.0,944.0,"0, 0","['A24RQYIDMV7OPK', 'A2LGEIY8RXI1EW']",2,0.0,0.0
1941,UCZYTClx2T1of7BRZ86-8fow | SciShow,AjJUFyd4Cac,youtube#video,2018-09-24T23:39:05.000Z,What's at the Bottom of the Deepest Lake in the World?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT5M15S,515227.0,13861.0,1088.0,"1, 1","['AW2HEHEFKRGR6', 'A2Z0V2A4SP5QE0']",2,1.0,0.0
1942,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,AjM_at9FKFQ,youtube#video,2018-08-13T14:00:01.000Z,Ways Pickpockets Steal Your Money,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M25S,472693.0,10115.0,432.0,"0, 2","['A1UBV2NP7OVDVV', 'A1YFETJK9CSLGP']",2,1.0,1.0
1943,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,AkUAVMxIVgA,youtube#video,2018-03-06T22:55:20.000Z,What Could You Have Done While Watching This Video?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M13S,282096.0,10461.0,325.0,"0, 0","['A2G92T4A1U377C', 'A36SUOEMOIXFSO']",2,0.0,0.0
1944,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,Akd7MMRKDwc,youtube#video,2015-01-19T22:13:23.000Z,There's No Such Thing As Cold,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT5M2S,1207843.0,22441.0,560.0,"0, 1, 1","['A24RQYIDMV7OPK', 'A2P887RDKZ27ZF', 'A140DPSW275GFR']",3,0.6666666666666666,0.4714045207910317
1945,UCLXo7UDZvByw2ixzpQCufnA | Vox,Akm7ik-H_7U,youtube#video,2017-07-19T12:46:14.000Z,The high cost of free parking,UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M43S,3228930.0,57234.0,2749.0,"1, 1, 2","['AV5FCKI1TTSKR', 'A34GH8VX3QZC75', 'A39RDFL447IDSP']",3,1.333333333333333,0.4714045207910317
